,MlbGameId,Season,GameDateTime,GameDate,GameTime,DayNight,GameStatus,AwayTeamId,AwayRecordWins,AwayRecordLosses,AwayRecordPct,AwayRuns,AwayFlyOuts,AwayGroundOuts,AwayDoubles,AwayTriples,AwayHomeRuns,AwayStrikeouts,AwayBaseOnBalls,AwayIntentionalBaseOnBalls,AwayHits,AwayHitByPitch,AwayAtBats,AwayCaughtStealing,AwayStolenBases,AwayLeftOnBase,HomeTeamId,HomeRecordWins,HomeRecordLosses,HomeRecordPct,HomeRuns,HomeFlyOuts,HomeGroundOuts,HomeDoubles,HomeTriples,HomeHomeRuns,HomeStrikeouts,HomeBaseOnBalls,HomeIntentionalBaseOnBalls,HomeHits,HomeHitByPitch,HomeAtBats,HomeCaughtStealing,HomeStolenBases,HomeLeftOnBase,HomePlateOfficialId,FirstBaseOfficialId,SecondBaseOfficialId,ThirdBaseOfficialId
565895,565895,2019,2019-03-28T10:05:00,2019-03-28,10:05:00,day,Final,121,1,0,1.000,2,3,8,0,0,1,12,3,0,5,0,31,1,0,6,120,1,0,1.000,0,3,3,1,0,0,14,1,0,5,1,31,0,3,13,427344,427139,547380,482620
